timestamp,username,turn,action,ticker,quantity,cash_before,cash_after,stockportfolio_before,stockportfolio_after,Total_assets,total_TSLA_holding,total_XOM_holding,total_NFLX_holding,total_PG_holding,TSLA_value,XOM_value,NFLX_value,PG_value
2025-04-11 16:39:54 (Turn 6: 00:46),N8713,6,Sell,TSLA,1,6524.420000000003,6887.130000000003,3950.05,3587.34,10474.470000000005,1,2,4,5,362.71,133.5,2270.08,821.0500000000001
2025-04-11 16:39:54 (Turn 6: 00:46),N8713,6,Sell,TSLA,1,6887.130000000003,7249.840000000003,3587.34,3224.63,10474.470000000005,0,2,4,5,0.0,133.5,2270.08,821.0500000000001
2025-04-11 16:39:58 (Turn 6: 00:42),N8713,6,Sell,XOM,1,7249.840000000003,7316.590000000003,3224.63,3157.88,10474.470000000005,0,1,4,5,0.0,66.75,2270.08,821.0500000000001
2025-04-11 16:39:58 (Turn 6: 00:41),N8713,6,Sell,XOM,1,7316.590000000003,7383.340000000003,3157.88,3091.13,10474.470000000005,0,0,4,5,0.0,0.0,2270.08,821.0500000000001
2025-04-11 16:40:02 (Turn 6: 00:38),N8713,6,Sell,NFLX,1,7383.340000000003,7950.860000000002,3091.13,2523.61,10474.470000000005,0,0,3,5,0.0,0.0,1702.56,821.0500000000001
2025-04-11 16:40:02 (Turn 6: 00:38),N8713,6,Sell,NFLX,1,7950.860000000002,8518.380000000003,2523.61,1956.09,10474.470000000005,0,0,2,5,0.0,0.0,1135.04,821.0500000000001
2025-04-11 16:40:03 (Turn 6: 00:38),N8713,6,Sell,NFLX,1,8518.380000000003,9085.900000000003,1956.09,1388.5700000000002,10474.470000000005,0,0,1,5,0.0,0.0,567.52,821.0500000000001
2025-04-11 16:40:03 (Turn 6: 00:38),N8713,6,Sell,NFLX,1,9085.900000000003,9653.420000000004,1388.5700000000002,821.0500000000001,10474.470000000005,0,0,0,5,0.0,0.0,0.0,821.0500000000001
2025-04-11 16:40:08 (Turn 6: 00:33),N8713,6,Sell,PG,1,9653.420000000004,9817.630000000005,821.0500000000001,656.84,10474.470000000005,0,0,0,4,0.0,0.0,0.0,656.84
2025-04-11 16:40:08 (Turn 6: 00:33),N8713,6,Sell,PG,1,9817.630000000005,9981.840000000002,656.84,492.63,10474.47,0,0,0,3,0.0,0.0,0.0,492.63
2025-04-11 16:40:08 (Turn 6: 00:32),N8713,6,Sell,PG,1,9981.840000000002,10146.05,492.63,328.42,10474.47,0,0,0,2,0.0,0.0,0.0,328.42
2025-04-11 16:40:08 (Turn 6: 00:32),N8713,6,Sell,PG,1,10146.05,10310.26,328.42,164.21,10474.47,0,0,0,1,0.0,0.0,0.0,164.21
2025-04-11 16:40:08 (Turn 6: 00:32),N8713,6,Sell,PG,1,10310.26,10474.47,164.21,0.0,10474.47,0,0,0,0,0.0,0.0,0.0,0.0
